#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	2409	3	N	N	1	both	*	1
contig_2	41433	4	N	N	1	both	*	2
contig_3	5790	24	N	N	5	both	*	3
contig_4	2502	8	N	N	2	both	*	4
contig_5	14886	25	N	N	5	both	*	5
contig_6	37214	14	Y	N	3	none	*	6
contig_7	2888	11	N	N	2	both	*	7
contig_8	5658	3	N	N	1	both	*	8
contig_9	8672	3	N	N	1	both	*	9
contig_10	1058	8	N	N	2	both	*	10
contig_11	11817	5	N	N	1	both	*	11
contig_12	12037	3	N	N	1	both	*	12
contig_13	2555	4	N	N	1	both	*	13
contig_16	43061	6	N	N	1	both	*	16
contig_17	10624	7	N	N	1	both	*	17
contig_18	3902	28	N	N	6	both	*	18
contig_19	7587	4	N	N	1	both	*	19
contig_20	8691	3	N	N	1	both	*	20
contig_21	56137	6	N	N	1	both	*	21
contig_24	33810	3	Y	N	1	none	*	24
contig_25	13415	4	N	N	1	both	*	25
contig_26	13819	10	N	N	2	both	*	26
contig_27	33255	4	N	N	1	both	*	27
contig_28	2789	3	N	N	1	both	*	28
contig_29	2957	4	N	N	1	both	*	29
contig_30	14456	5	N	N	1	both	*	30
contig_31	16246	3	N	N	1	both	*	31
contig_32	5091	3	N	N	1	both	*	32
contig_33	18886	3	N	N	1	both	*	33
contig_34	40127	3	N	N	1	both	*	34
contig_35	20245	3	N	N	1	both	*	35
contig_36	5967	3	N	N	1	both	*	36
contig_41	14468	8	N	N	2	both	*	41
contig_42	5216	5	N	N	1	both	*	42
contig_43	8885	3	N	N	1	both	*	43
contig_44	15189	10	N	N	2	both	*	44
contig_45	35798	4	N	N	1	both	*	45
contig_46	2773	6	N	N	1	both	*	46
contig_47	3745	3	N	N	1	both	*	47
contig_48	22523	5	N	N	1	both	*	48
contig_49	6397	3	N	N	1	both	*	49
contig_50	16791	3	N	N	1	both	*	50
contig_51	11793	4	N	N	1	both	*	51
contig_54	12590	13	N	N	3	both	*	54
contig_55	9095	4	N	N	1	both	*	55
contig_56	12220	6	N	N	1	both	*	56
contig_58	10758	5	N	N	1	both	*	58
contig_59	3540	4	N	N	1	left	*	57,59,62
contig_60	4131	8	N	N	2	left	*	57,60,61,62
contig_63	45712	3	N	N	1	right	*	-62,-61,63
contig_64	8060	5	N	N	1	both	*	64
contig_67	25848	4	N	N	1	both	*	67,-107
contig_69	31122	5	N	N	1	both	*	-68,69
contig_70	15940	7	N	N	1	both	*	70
contig_71	10944	7	N	N	1	both	*	71
contig_72	10964	5	N	N	1	both	*	72
contig_73	26956	6	N	N	1	both	*	73
contig_74	8366	8	N	N	2	both	*	74
contig_75	5470	7	N	N	1	both	*	75
contig_76	5236	3	N	N	1	both	*	76
contig_77	2801	3	N	N	1	both	*	77
contig_78	34269	6	N	N	1	both	*	78
contig_81	15555	5	N	N	1	both	*	81
contig_82	14568	5	N	N	1	both	*	82
contig_89	7429	4	N	N	1	both	*	89
contig_90	6648	4	N	N	1	both	*	90
contig_91	10404	3	N	N	1	both	*	91
contig_92	11149	3	N	N	1	both	*	92
contig_93	2874	6	N	N	1	both	*	93
contig_94	15749	4	N	N	1	both	*	94
contig_95	32405	3	N	N	1	both	*	95
contig_96	32543	5	N	N	1	both	*	96
contig_97	2574	3	N	N	1	both	*	97
contig_109	11431	5	N	N	1	both	*	109
contig_110	10352	9	N	N	2	both	*	110
contig_112	4960	7	N	N	1	both	*	112
contig_114	14830	5	N	N	1	both	*	114
contig_115	7012	3	N	N	1	both	*	115
contig_116	4278	3	N	N	1	both	*	116
contig_117	14880	3	N	N	1	both	*	117
contig_118	2670	3	N	N	1	both	*	118
contig_119	26376	3	N	N	1	both	*	119
contig_120	3024	3	N	N	1	both	*	120
contig_121	3279	4	N	N	1	both	*	121
contig_122	15710	4	N	N	1	both	*	122
contig_123	6958	3	N	N	1	both	*	123
contig_124	4011	3	N	N	1	both	*	124
contig_125	17199	3	N	N	1	both	*	125
contig_128	38872	3	N	N	1	both	*	128
contig_129	14109	3	N	N	1	both	*	129
contig_130	8478	4	N	N	1	both	*	130
contig_131	17195	21	N	N	4	both	*	131
contig_132	20076	4	N	N	1	both	*	132
contig_133	21248	3	N	N	1	both	*	133
contig_134	5368	5	N	N	1	both	*	134
contig_135	13835	3	N	N	1	both	*	135
contig_136	7649	4	N	N	1	both	*	136
contig_137	14115	3	N	N	1	both	*	137
contig_138	6035	6	N	N	1	both	*	138
contig_139	11065	3	N	N	1	both	*	139
contig_140	25327	3	N	N	1	both	*	140
contig_141	17335	3	N	N	1	both	*	141
contig_142	6784	4	N	N	1	both	*	142
contig_143	34943	3	N	N	1	both	*	143
contig_144	17829	3	N	N	1	both	*	273,144,-273
contig_147	2731	3	N	N	1	both	*	147
contig_148	3337	3	N	N	1	both	*	148
contig_149	5410	3	N	N	1	both	*	149
contig_150	6530	4	N	N	1	both	*	150
contig_151	2237	3	N	N	1	both	*	151
contig_152	12648	3	N	N	1	both	*	152
contig_153	15967	3	N	N	1	both	*	153
contig_154	7475	3	N	N	1	both	*	154
contig_155	25870	3	N	N	1	both	*	155
contig_156	27343	5	N	N	1	both	*	156
contig_157	12823	3	N	N	1	both	*	157
contig_158	4203	3	N	N	1	both	*	158
contig_159	15514	5	N	N	1	both	*	159
contig_160	23383	4	N	N	1	both	*	160
contig_161	11626	4	N	N	1	both	*	161
contig_162	12902	4	N	N	1	both	*	162
contig_163	2452	4	N	N	1	both	*	163
contig_164	12944	4	N	N	1	both	*	164
contig_165	6939	7	N	N	1	both	*	165
contig_166	2494	3	N	N	1	both	*	166
contig_167	7783	3	N	N	1	both	*	167
contig_178	2583	4	N	N	1	both	*	178
contig_179	17324	4	N	N	1	both	*	179
contig_180	13827	4	N	N	1	both	*	180
contig_181	14727	5	N	N	1	both	*	181
contig_182	13805	3	N	N	1	both	*	182
contig_183	3286	4	N	N	1	both	*	183
contig_184	13746	6	N	N	1	both	*	184
contig_185	4524	3	N	N	1	both	*	185
contig_187	3240	3	N	N	1	both	*	187
contig_188	14013	5	N	N	1	both	*	188
contig_189	5923	3	N	N	1	both	*	189
contig_190	40008	5	N	N	1	both	*	190
contig_192	12019	3	N	N	1	both	*	192
contig_193	10426	3	N	N	1	both	*	193
contig_194	2484	3	N	N	1	both	*	194
contig_195	15829	6	N	N	1	both	*	195
contig_196	7853	3	N	N	1	both	*	196
contig_197	6200	5	N	N	1	both	*	197
contig_198	3132	4	N	N	1	both	*	198
contig_199	15853	3	N	N	1	both	*	199
contig_200	14075	3	N	N	1	both	*	200
contig_201	13996	4	N	N	1	both	*	201
contig_202	47297	3	N	N	1	both	*	202
contig_203	2789	4	N	N	1	both	*	203
contig_204	4321	3	N	N	1	both	*	204
contig_205	35638	3	N	N	1	both	*	205
contig_206	1179	3	N	N	1	both	*	206
contig_207	10751	3	N	N	1	both	*	207
contig_210	9338	3	N	N	1	both	*	210
contig_211	9643	3	N	N	1	both	*	211
contig_212	7253	4	N	N	1	both	*	212
contig_213	7413	3	N	N	1	both	*	213
contig_214	2520	3	N	N	1	both	*	214
contig_215	2250	5	N	N	1	both	*	215
contig_216	10779	4	N	N	1	both	*	216
contig_217	14803	3	N	N	1	both	*	217
contig_218	2483	3	N	N	1	both	*	218
contig_219	2454	4	N	N	1	both	*	219
contig_220	13594	4	N	N	1	both	*	220
contig_221	6078	3	N	N	1	both	*	221
contig_222	8079	18	N	N	4	both	*	222
contig_223	20693	37	N	N	7	both	*	223
contig_224	6380	13	N	N	3	both	*	224
contig_231	2695	3	N	N	1	both	*	231
contig_232	2587	3	N	N	1	both	*	232
contig_233	85351	39	Y	N	8	none	*	233
contig_234	15049	3	N	N	1	both	*	234
contig_235	2821	3	N	N	1	both	*	235
contig_236	4445	3	N	N	1	both	*	236
contig_237	6323	3	N	N	1	both	*	237
contig_238	38239	3	N	N	1	both	*	238
contig_239	107618	3	N	N	1	both	*	239
contig_240	15540	3	N	N	1	both	*	240
contig_241	7707	3	N	N	1	both	*	241
contig_242	2998	4	N	N	1	both	*	242
contig_243	10490	4	N	N	1	both	*	243
contig_245	9743	3	N	N	1	both	*	245
contig_246	2533	5	N	N	1	both	*	246
contig_247	29407	4	N	N	1	both	*	247
contig_248	2672	4	N	N	1	both	*	248
contig_249	4258	3	N	N	1	both	*	249
contig_250	11680	4	N	N	1	both	*	250
contig_251	7287	3	N	N	1	both	*	251
contig_252	16371	3	N	N	1	both	*	252
contig_253	18087	3	N	N	1	both	*	253
contig_254	13978	3	N	N	1	both	*	254
contig_255	2425	4	N	N	1	both	*	255
contig_259	3436	14	N	N	3	both	*	259
contig_260	35175	40	Y	N	8	none	*	260
contig_261	29405	3	Y	N	1	none	*	261
contig_262	34696	3	N	N	1	both	*	262
contig_263	3135	7	N	N	1	both	*	263
contig_264	32998	3	Y	N	1	none	*	264
contig_265	34830	4	Y	N	1	none	*	265
contig_267	5746	5	N	N	1	both	*	267
contig_268	5957	4	Y	N	1	none	*	268
contig_269	36621	4	Y	N	1	none	*	269
contig_270	2880	15	N	N	3	both	*	270
contig_271	30464	4	Y	N	1	none	*	271
contig_275	34653	6	Y	N	1	none	*	275
contig_280	5660	3	N	N	1	both	*	280,244
contig_282	36332	11	Y	N	2	none	*	282
contig_283	5257	5	Y	N	1	none	*	283
contig_14	11961	2	N	Y	1	both	4	14
contig_15	12134	1	N	Y	1	both	4	15
contig_22	2910	2	N	Y	1	both	72	22
contig_23	517	1	N	Y	1	both	72	23
contig_37	6281	10	N	Y	2	both	74	37
contig_38	5281	5	N	Y	1	both	74	38
contig_39	10209	1	N	Y	1	both	112	39
contig_40	10682	3	N	Y	1	both	112	40
contig_52	29322	2	N	Y	1	both	12	52
contig_53	26508	1	N	Y	1	both	12	53
contig_62	7773	11	N	Y	2	none	*	62
contig_65	4788	2	N	Y	1	both	76	65
contig_66	4301	4	N	Y	1	both	76	66
contig_79	11700	2	N	Y	1	both	80	79
contig_80	12329	3	N	Y	1	both	80	80
contig_83	1367	3	N	Y	1	both	82	83
contig_84	984	2	N	Y	1	both	82	84
contig_85	4485	3	N	Y	1	both	84	85
contig_86	3987	1	N	Y	1	both	84	86
contig_87	690	1	N	Y	1	both	86	87
contig_88	683	2	N	Y	1	both	86	88
contig_98	1062	2	N	Y	1	both	88	98
contig_99	1077	3	N	Y	1	both	88	99
