#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1	5120	3	N	N	1	both	*	1
contig_2	19666	6	N	N	2	both	*	2
contig_3	31977	10	Y	N	3	none	*	3
contig_6	15208	1	N	N	1	both	*	6
contig_7	36867	10	Y	N	3	none	*	7
contig_12	11168	6	N	N	2	both	*	12
contig_13	24576	3	N	N	1	both	*	13
contig_14	36004	5	N	N	1	both	*	14
contig_15	56057	5	N	N	1	both	*	15
contig_17	8983	3	N	N	1	both	*	16,17
contig_18	13650	3	N	N	1	both	*	16,18
contig_19	4404	5	N	N	1	both	*	19
contig_20	3750	3	N	N	1	both	*	20
contig_21	84550	5	N	N	1	both	*	21
contig_23	38319	3	N	N	1	both	*	23
contig_24	4811	3	N	N	1	both	*	24
contig_25	9974	3	N	N	1	both	*	25
contig_26	40187	5	N	N	1	both	*	26
contig_27	35259	5	N	N	1	both	*	27
contig_28	14672	3	N	N	1	both	*	28
contig_29	9122	4	N	N	1	both	*	29
contig_32	37789	3	Y	N	1	none	*	32
contig_33	6553	3	N	N	1	both	*	33
contig_34	14363	3	N	N	1	both	*	34
contig_35	41467	3	N	N	1	both	*	35
contig_36	15318	3	N	N	1	both	*	36
contig_37	21786	3	N	N	1	both	*	37
contig_38	13161	10	N	N	3	both	*	38
contig_39	17370	8	N	N	2	both	*	39
contig_40	5273	3	N	N	1	both	*	40
contig_41	15688	4	N	N	1	both	*	41
contig_42	5256	4	N	N	1	both	*	42
contig_43	16477	10	N	N	3	both	*	43
contig_44	11386	3	N	N	1	both	*	44
contig_45	8654	5	N	N	1	both	*	45
contig_46	13594	10	N	N	3	both	*	46
contig_47	2678	3	N	N	1	both	*	47
contig_48	35941	3	Y	N	1	none	*	48
contig_51	6943	3	N	N	1	both	*	51
contig_52	19100	9	N	N	2	both	*	52
contig_53	18537	7	N	N	2	both	*	53
contig_54	4415	6	N	N	2	both	*	54
contig_55	37507	3	N	N	1	both	*	55
contig_56	26437	5	N	N	1	both	*	56
contig_57	10927	3	N	N	1	both	*	57
contig_58	10034	3	N	N	1	both	*	58
contig_59	37423	3	N	N	1	both	*	59
contig_60	17253	7	N	N	2	both	*	60
contig_61	27566	3	N	N	1	both	*	61
contig_62	30510	3	N	N	1	both	*	62
contig_63	13915	9	N	N	2	both	*	63
contig_64	38357	5	Y	N	1	none	*	64
contig_65	8221	3	N	N	1	both	*	65
contig_66	2398	3	N	N	1	both	*	66
contig_67	5785	5	N	N	1	both	*	67
contig_68	14254	6	N	N	2	both	*	68
contig_69	13153	3	N	N	1	both	*	69
contig_70	9306	3	N	N	1	both	*	70
contig_72	4563	3	N	N	1	both	*	72
contig_73	12477	3	N	N	1	both	*	73
contig_74	21861	5	N	N	1	both	*	74
contig_75	16585	3	N	N	1	both	*	75
contig_83	3708	3	N	N	1	both	*	83
contig_84	14935	3	N	N	1	both	*	84
contig_85	23249	4	N	N	1	both	*	85
contig_86	3850	7	N	N	2	both	*	86
contig_87	5898	5	N	N	1	both	*	87
contig_88	58807	3	N	N	1	both	*	88
contig_95	27121	5	N	N	1	both	*	-92,95,-181,-126,132
contig_97	13907	4	N	N	1	both	*	97
contig_102	3826	3	N	N	1	both	*	102
contig_103	12013	3	N	N	1	both	*	103
contig_104	14147	3	N	N	1	both	*	104
contig_105	5687	4	N	N	1	both	*	105
contig_106	14574	6	N	N	2	both	*	106
contig_107	15297	3	N	N	1	both	*	107
contig_108	42437	7	N	N	2	both	*	108
contig_109	4283	3	N	N	1	both	*	109
contig_110	28727	3	N	N	1	both	*	110
contig_111	2977	3	N	N	1	both	*	111
contig_112	9483	5	N	N	1	both	*	112
contig_113	13058	3	N	N	1	both	*	113
contig_114	12012	3	N	N	1	both	*	114
contig_115	13959	4	N	N	1	both	*	115
contig_116	32106	4	N	N	1	both	*	116
contig_117	14430	6	N	N	2	both	*	117
contig_118	27141	3	N	N	1	both	*	118
contig_121	15451	3	N	N	1	both	*	121
contig_122	17379	5	N	N	1	both	*	122
contig_123	24011	3	N	N	1	both	*	123
contig_124	13621	3	N	N	1	both	*	124
contig_131	2967	5	N	N	1	both	*	131
contig_133	3124	3	N	N	1	both	*	133
contig_134	13605	6	N	N	2	both	*	134
contig_135	16888	3	N	N	1	both	*	135
contig_136	40748	3	N	N	1	both	*	136
contig_137	7940	4	N	N	1	both	*	137
contig_138	49830	5	N	N	1	both	*	138
