contig_1257_75 # 35980 # 36426 # -1 # ID=58_75;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.501	GENOMAD.107200.VP	1.536E-07	52	2561
contig_1272_2 # 327 # 887 # 1 # ID=62_2;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.390	GENOMAD.064252.VV	6.735E-37	139	2561
contig_1290_16 # 13814 # 13990 # 1 # ID=64_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.633	GENOMAD.080097.VV	1.782E-11	59	2561
contig_1298_7 # 3457 # 4890 # 1 # ID=65_7;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.457	GENOMAD.052143.VV	7.555E-14	77	2561
contig_1374_55 # 31748 # 31969 # -1 # ID=81_55;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.446	GENOMAD.056486.VV	6.900E-27	104	2561
contig_1378_27 # 11866 # 13383 # -1 # ID=82_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.499	GENOMAD.024395.VV	9.887E-270	829	2561
contig_1382_23 # 13864 # 14289 # 1 # ID=83_23;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.540	GENOMAD.017924.VV	6.767E-59	200	2561
contig_265_5 # 3481 # 3993 # 1 # ID=147_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.478	GENOMAD.006239.VV	7.035E-47	167	2561
contig_266_14 # 10349 # 10966 # 1 # ID=148_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.505	GENOMAD.026697.VV	9.672E-19	87	2561
contig_267_24 # 8454 # 8570 # -1 # ID=149_24;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.231	GENOMAD.116855.VV	4.606E-08	48	2561
contig_267_56 # 21568 # 21879 # 1 # ID=149_56;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=3bp;genetic_code=11;gc_cont=0.295	GENOMAD.015678.VV	7.960E-16	74	2561
contig_267_88 # 40135 # 40389 # 1 # ID=149_88;partial=00;start_type=TTG;rbs_motif=AAA;rbs_spacer=6bp;genetic_code=11;gc_cont=0.357	GENOMAD.002573.VV	2.150E-13	66	2561
contig_271_7 # 4483 # 5109 # 1 # ID=151_7;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.381	GENOMAD.061518.VV	2.730E-39	147	2561
contig_1104_17 # 8199 # 9488 # 1 # ID=25_17;partial=00;start_type=GTG;rbs_motif=ATA;rbs_spacer=13bp;genetic_code=11;gc_cont=0.471	GENOMAD.159830.VP	2.388E-167	529	2561
contig_1111_14 # 12644 # 12829 # 1 # ID=27_14;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.220	GENOMAD.009289.VV	3.654E-13	64	2561
contig_1118_28 # 15135 # 15335 # 1 # ID=28_28;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=7bp;genetic_code=11;gc_cont=0.328	GENOMAD.016937.VV	2.631E-18	79	0
contig_531_5 # 1865 # 2206 # -1 # ID=189_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.582	GENOMAD.017573.VV	3.578E-12	64	2561
contig_531_37 # 21691 # 22035 # -1 # ID=189_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.571	GENOMAD.116403.VP	7.521E-13	66	2561
contig_536_5 # 1982 # 2224 # -1 # ID=190_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.593	GENOMAD.060019.VV	2.873E-16	74	2561
contig_536_37 # 21024 # 21365 # -1 # ID=190_37;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.579	GENOMAD.017573.VV	3.578E-12	64	2561
contig_539_42 # 22261 # 23016 # -1 # ID=191_42;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.525	GENOMAD.017604.VV	1.025E-98	321	2561
contig_1549_44 # 22613 # 23125 # -1 # ID=127_44;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.480	GENOMAD.069922.VV	2.540E-09	58	2561
contig_1552_2 # 402 # 851 # -1 # ID=128_2;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;genetic_code=11;gc_cont=0.278	GENOMAD.161130.VC	7.999E-05	44	2561
contig_1554_23 # 9529 # 9846 # 1 # ID=129_23;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=11bp;genetic_code=11;gc_cont=0.409	GENOMAD.052344.VV	1.739E-08	53	0
contig_1555_21 # 12613 # 13809 # -1 # ID=130_21;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.328	GENOMAD.010629.VV	6.767E-17	86	0
contig_1558_9 # 6053 # 6382 # -1 # ID=131_9;partial=00;start_type=ATG;rbs_motif=AAT;rbs_spacer=5bp;genetic_code=11;gc_cont=0.339	GENOMAD.012005.VV	2.451E-46	162	2561
contig_1558_41 # 25117 # 25461 # -1 # ID=131_41;partial=00;start_type=ATG;rbs_motif=AAT;rbs_spacer=3bp;genetic_code=11;gc_cont=0.246	GENOMAD.008860.VV	3.110E-30	116	2561
contig_58_123 # 66484 # 66714 # -1 # ID=201_123;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.377	GENOMAD.165964.VV	7.546E-06	44	2561
contig_584_18 # 9989 # 10240 # 1 # ID=202_18;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.508	GENOMAD.042807.VV	9.020E-07	47	2561
contig_593_27 # 9678 # 9863 # 1 # ID=203_27;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=3bp;genetic_code=11;gc_cont=0.247	GENOMAD.102707.VV	9.835E-05	40	0
contig_593_59 # 25326 # 25517 # -1 # ID=203_59;partial=00;start_type=ATG;rbs_motif=AAT;rbs_spacer=9bp;genetic_code=11;gc_cont=0.359	GENOMAD.027565.VV	1.602E-14	68	2561
contig_596_74 # 39342 # 40781 # -1 # ID=204_74;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.438	GENOMAD.018211.VV	1.563E-05	50	2561
contig_601_1 # 1 # 993 # -1 # ID=206_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.406	GENOMAD.121532.VC	1.862E-27	117	2561
contig_1064_3 # 1877 # 2131 # -1 # ID=18_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.404	GENOMAD.027290.VV	5.371E-12	62	2561
contig_1092_47 # 29764 # 30144 # -1 # ID=22_47;partial=00;start_type=ATG;rbs_motif=AAT;rbs_spacer=7bp;genetic_code=11;gc_cont=0.304	GENOMAD.009042.VV	7.417E-09	55	2561
contig_55_1 # 234 # 596 # 1 # ID=194_1;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;genetic_code=11;gc_cont=0.532	GENOMAD.030215.VV	1.859E-54	186	2561
contig_551_18 # 8292 # 8642 # -1 # ID=195_18;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;genetic_code=11;gc_cont=0.521	GENOMAD.032508.VV	6.856E-31	118	2561
contig_553_4 # 1508 # 2788 # -1 # ID=196_4;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.608	GENOMAD.167781.VP	1.088E-04	47	0
contig_555_42 # 20622 # 20828 # -1 # ID=197_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.396	GENOMAD.110928.VV	5.802E-19	81	2561
contig_557_26 # 10913 # 11170 # 1 # ID=198_26;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.543	GENOMAD.032358.VV	8.689E-38	136	2561
contig_576_30 # 24003 # 24305 # 1 # ID=200_30;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.429	GENOMAD.127951.VV	5.331E-42	149	0
contig_511_59 # 32977 # 33444 # 1 # ID=185_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.500	GENOMAD.004271.VV	1.777E-08	55	2561
contig_515_31 # 18376 # 18849 # 1 # ID=186_31;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.551	GENOMAD.034721.VV	2.267E-36	136	2561
contig_519_21 # 8190 # 8693 # 1 # ID=187_21;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.460	GENOMAD.001328.VV	1.988E-42	154	6064
contig_531_16 # 11489 # 11905 # -1 # ID=189_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.518	GENOMAD.035731.VV	6.209E-42	151	2561
contig_539_21 # 11246 # 12475 # -1 # ID=191_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.513	GENOMAD.016121.VV	6.612E-16	83	2561
contig_271_9 # 5553 # 5903 # 1 # ID=151_9;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;genetic_code=11;gc_cont=0.345	GENOMAD.004568.VV	1.167E-08	54	2561
contig_271_41 # 21404 # 22615 # 1 # ID=151_41;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=8bp;genetic_code=11;gc_cont=0.285	GENOMAD.152540.VV	4.658E-20	96	0
contig_285_3 # 673 # 996 # 1 # ID=152_3;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.420	GENOMAD.076327.VV	3.450E-18	81	10823
contig_285_35 # 18285 # 18521 # -1 # ID=152_35;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.435	GENOMAD.141723.VV	4.689E-18	79	0
contig_298_17 # 10854 # 11153 # -1 # ID=153_17;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.447	GENOMAD.062370.VV	3.082E-08	52	2561
contig_316_41 # 30426 # 31343 # 1 # ID=154_41;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.580	GENOMAD.147571.VP	4.550E-59	209	2561
contig_327_18 # 7709 # 8740 # 1 # ID=155_18;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.456	GENOMAD.065455.VV	4.332E-89	298	2561
contig_1484_48 # 22660 # 23772 # 1 # ID=112_48;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.391	GENOMAD.027564.VV	9.847E-92	307	2561
contig_1484_80 # 40158 # 40763 # -1 # ID=112_80;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.429	GENOMAD.060363.VV	9.437E-17	81	2561
contig_1496_6 # 2210 # 2461 # 1 # ID=115_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.345	GENOMAD.007627.VV	7.196E-09	53	2561
contig_1497_14 # 5477 # 6766 # 1 # ID=116_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.343	GENOMAD.158047.VP	4.266E-64	229	2561
contig_1498_18 # 9275 # 9955 # 1 # ID=117_18;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.507	GENOMAD.084502.VP	3.388E-21	95	2561
contig_152_28 # 17311 # 17688 # -1 # ID=120_28;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.415	GENOMAD.124329.VP	4.291E-15	73	2561
